,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7,Pose
540,8177.521149846952,8390.097141117665,8622.387798504156,8653.646104636777,8536.592778249411,8681.155247351813,8532.077028823418,8266.577836372155,1.0
541,8143.174077073456,8352.788448881669,8581.150208956296,8611.430625530378,8494.67986102071,8635.4168943445,8499.467670080023,8236.767031277364,1.0
542,8173.615908406595,8378.797247655224,8601.147507385467,8630.326868712582,8514.29632916346,8649.528927284193,8531.924458692274,8273.12373846038,1.0
543,8177.087751104252,8377.694291983153,8594.327566051183,8622.785291831202,8508.875409211063,8639.07581506108,8538.454923323223,8284.07679654242,1.0
544,8137.654004848776,8334.495875382117,8547.02125735266,8575.825662804735,8465.782135179847,8593.491524088742,8500.739049572554,8250.33943424717,1.0
545,8158.898567808844,8357.099168057297,8571.246671288902,8600.861659860502,8491.441323572724,8621.253509815699,8521.309865533094,8269.085758872021,1.0
546,8166.788773386677,8369.527518823583,8588.652654313428,8618.996112905936,8506.54974918635,8641.022995863113,8524.589448789242,8266.523752889569,1.0
547,8189.3975613063985,8397.10610639487,8621.940870047496,8653.009391117406,8536.771552822076,8676.663430933666,8543.297964324116,8278.704409093705,1.0
548,8191.164413618919,8399.989274910247,8626.160823458218,8657.44114291379,8540.377419628514,8681.630608517637,8544.097878458644,8277.644406735468,1.0
549,8146.084938394131,8349.110045437064,8569.548203410577,8600.971651431619,8490.304952326052,8626.898114832264,8508.610116734579,8248.934487653367,1.0
550,8016.61674904596,8210.363307320735,8420.924974873473,8452.562228004537,8352.216774442495,8481.002078191259,8391.967727680612,8144.192034489719,1.0
551,7977.86984491077,8162.80719588005,8363.808339751391,8395.927248483977,8305.696234947536,8427.314374858055,8364.524600897572,8127.736962831255,1.0
552,7959.13106323119,8139.195368739036,8334.818439896375,8367.37821932086,8283.096020850751,8401.15770383997,8351.07538098833,8119.821948978343,1.0
553,7972.205409561743,8150.971635693137,8344.962511580035,8378.1314236075,8296.274946854068,8414.199316108083,8364.499315899122,8133.722680093754,1.0
554,7984.980965275219,8167.610099387721,8365.107602345168,8398.276996802793,8312.079800626618,8433.072379436362,8371.623513551776,8134.926655861051,1.0
555,8005.642550328336,8195.465086798258,8399.987786774695,8432.43457094957,8336.99187340373,8463.318363029222,8381.11106811727,8133.675291820146,1.0
556,8029.365776232147,8221.929137579516,8429.664339443416,8462.102925724512,8363.761289185779,8492.485563820564,8404.337802921662,8152.3407914754125,1.0
557,8030.836046920905,8219.694026364603,8424.02391316476,8457.088196631645,8364.011123848353,8490.433289741333,8411.443655863639,8163.961590281879,1.0
558,7977.447965772082,8159.187355180737,8357.136766372658,8391.046024443354,8307.956167912009,8430.085863419821,8370.811479645461,8132.874696917114,1.0
559,7765.567363809319,7934.815374479624,8121.29927500537,8157.004111305404,8091.342540766035,8206.02899076825,8178.912042976655,7957.878863594605,1.0
560,7609.293732281864,7766.697559754919,7941.796890648872,7980.24517355737,7933.405222695221,8041.401500788506,8041.265732624628,7835.932960682318,1.0
561,7614.907691883308,7770.166003108553,7942.6360394515805,7981.352817362288,7936.771097335635,8043.870884306552,8045.437088881137,7841.186989513318,1.0
562,7668.375641591753,7831.054097540223,8009.292179751049,8045.711399774317,7986.746541001818,8097.569402004702,8079.138216537403,7861.931492344145,1.0
563,7734.456592226247,7905.253916994289,8090.093273641093,8124.143926473848,8050.012931477598,8164.725590942487,8128.012698253256,7896.989368157659,1.0
564,7798.657156120506,7973.956318619867,8163.164708046918,8196.541638876173,8115.967582464676,8233.030745834647,8190.580241565953,7952.149560550687,1.0
565,7779.650875120185,7954.301411549622,8143.5026157132,8177.719692550897,8100.200804935084,8217.39457134089,8180.40980948854,7943.234769730278,1.0
566,7738.824933693885,7904.195237203091,8086.6355749771255,8124.348819539868,8067.213574782177,8181.113862729169,8162.500646041047,7940.067053862698,1.0
567,7674.293501455637,7828.162608091055,8002.282485142747,8044.556274947886,8012.921942663398,8122.963033837972,8125.638162410976,7921.695899385032,1.0
568,7578.2005656365,7723.280066292145,7889.915553027728,7935.178929175088,7920.650389353505,8027.577527936171,8043.641186725288,7852.549118093718,1.0
569,7574.702368470739,7717.845959725076,7882.305424396835,7928.010702583919,7916.430345114823,8022.582833373132,8040.423497162182,7851.014930711574,1.0
570,7595.656864621652,7743.515175571389,7910.6679231373455,7953.682303734737,7929.046849557257,8035.785145584927,8045.001080807637,7846.149267003887,1.0
571,7689.468246438445,7845.026583540478,8016.609563885953,8055.259648866066,8009.4441204728755,8117.187001767821,8114.1159971804855,7900.346824496908,1.0
572,7798.602999459789,7960.940649426996,8136.821950279255,8172.053459045889,8109.454677822066,8218.165899702772,8207.524768976933,7981.409998081463,1.0
573,7779.221472056156,7943.826866265996,8123.112051636561,8159.632487536343,8098.7488946541225,8209.40384684338,8203.09230180934,7975.305477292673,1.0
574,7547.925586228762,7708.930105894645,7888.714762638074,7930.6271899361755,7888.092381444326,8001.01104455313,8005.326081355142,7787.002988770039,1.0
575,7485.7316971724,7639.2490764193035,7815.809774770499,7863.5710385385255,7843.269264086137,7957.54251744009,7968.613186872537,7764.210134149417,1.0
576,7461.043727811192,7608.380820680899,7782.412908940962,7835.5060357602315,7834.740864235604,7951.011028316093,7966.097383463548,7773.689364007728,1.0
577,7429.176498390242,7573.140542026115,7744.862838689748,7799.962902900166,7807.7177522352995,7924.265612587234,7940.585874107584,7753.488060610388,1.0
578,7471.265634498817,7617.092339753616,7788.379107510967,7840.477546392201,7837.883017105475,7952.466661470161,7967.961684444272,7775.124786141277,1.0
579,7488.962010661009,7638.964962628399,7810.99484993955,7858.427787105976,7838.52654024256,7949.957217292006,7965.966515838773,7763.180281651039,1.0
580,7545.736196924955,7700.50450290391,7873.820783161914,7916.3306596393695,7877.740662477064,7985.865703195651,8003.756308489147,7790.395516901328,1.0
581,7624.157984984045,7782.658687039445,7957.567115047318,7996.822786311331,7945.3856232705,8051.614621311545,8072.0716611951375,7851.490432584986,1.0
582,7618.633367914485,7777.096368909319,7952.501173908838,7992.2035740823185,7942.2562556666635,8049.023564489535,8069.254164013736,7849.397005918652,1.0
583,7625.824252183982,7781.673401469471,7957.509390036535,8001.0526038892585,7964.942332139635,8075.329593248647,8090.768498888737,7878.171890820259,1.0
584,7503.576984188846,7656.08224270348,7832.448651905755,7882.118686177688,7865.782847175444,7981.798496276796,7989.3021813219075,7786.689487913641,1.0
585,7370.366580608481,7519.668507456304,7695.767156429989,7750.06078135385,7748.4445545579365,7868.249467183008,7868.969838373641,7673.754360835563,1.0
586,7372.822933731998,7521.838956280285,7697.393515062211,7751.543876771349,7749.415184657269,7868.936240527167,7869.858103258693,7674.503112321175,1.0
587,7392.3735742553245,7542.57222223177,7716.0900173333275,7765.967820986428,7750.770434862918,7865.164322256925,7874.134175148564,7673.055784071011,1.0
588,7471.210729004234,7623.017051471286,7794.002393845829,7838.561993496115,7807.413501427666,7914.915608317942,7935.081044328169,7727.033546537974,1.0
589,7497.270429174549,7650.288465580183,7820.413667193492,7862.416245295563,7822.920034668359,7926.748679437079,7953.532717895806,7741.691428240794,1.0
590,7494.183244935663,7647.435706388703,7818.2181147206,7860.707217879618,7822.472627793622,7927.011508757282,7952.636397481462,7741.248658733716,1.0
591,7453.6278666323615,7606.802771170964,7779.438887734106,7824.334557406442,7792.730969511569,7901.18355057838,7919.8715181937305,7710.980826727924,1.0
592,7320.7786049561355,7472.605065694262,7646.195643252523,7693.552113196798,7670.805305603609,7783.418905271034,7791.934847107259,7587.393637238149,1.0
593,7245.421054491699,7396.243431308391,7571.122554097158,7621.086189469066,7606.169749584292,7723.280431092505,7721.612567112874,7520.267084961568,1.0
594,7251.412008367965,7402.5563547605325,7578.570643557374,7629.446601918692,7616.4635387453345,7735.470961153782,7731.150714967997,7530.170732459957,1.0
595,7278.799703754879,7429.259454741233,7602.852128666898,7651.441796022538,7633.498883439675,7748.5322621386185,7751.514672497046,7549.377817939055,1.0
596,7343.388513545701,7493.700812054872,7664.5154109952955,7709.901439886641,7684.320887540105,7793.448739380317,7808.295650001983,7603.899469736319,1.0
597,7343.021081235192,7492.739756648678,7660.603218190124,7703.28650102704,7671.944397463967,7774.9205915020575,7801.492345806689,7596.014158943121,1.0
598,7364.982080243502,7515.271661019938,7682.918265611031,7724.478170084797,7690.207599081597,7791.265818726874,7822.780546741901,7615.9960121856775,1.0
599,7317.982001472491,7469.7234372303055,7639.779530211765,7682.4616158546005,7649.937356184783,7754.19680105015,7779.656586140839,7572.519328844174,1.0
600,7310.466134906736,7463.012143363649,7636.142561273398,7681.192844549008,7653.3410302328175,7763.080369394159,7776.441217972438,7569.51556345477,1.0
601,7291.149923150847,7444.541300768755,7620.794918105741,7668.142769686441,7644.265506283552,7759.51012710094,7760.294754421666,7553.006440417345,1.0
602,7277.234282423097,7430.339543623256,7606.62937998576,7654.3572705328415,7631.457252562596,7747.9833778961665,7744.603675413601,7537.525753467041,1.0
603,7325.1940346059455,7476.274699278227,7649.559018989862,7696.012599788217,7671.145313084024,7784.156485795375,7786.8827135126585,7580.928595598858,1.0
604,7387.230385141535,7537.270455912638,7708.559653433501,7753.824979802442,7726.475185772913,7835.899092938503,7847.362710983311,7641.39612478724,1.0
605,7380.792705341381,7529.201099217777,7697.6299408376535,7741.85963793076,7712.788593046258,7817.612536538548,7840.129925728036,7635.369979455699,1.0
606,7394.243538531772,7542.204128368055,7709.333722567434,7752.96378574199,7722.571456333153,7824.890265297417,7854.171619324506,7649.889765077888,1.0
607,7379.0466656047565,7528.141687156561,7696.691833393798,7740.44399520227,7709.720453815979,7813.601341048267,7839.574804919183,7633.796255759418,1.0
608,7440.64086888337,7591.052396095859,7761.718076255836,7806.435028719852,7777.085733563814,7884.894048091812,7901.09027078295,7693.674236663247,1.0
609,7517.297915203039,7670.197701122841,7844.618381190688,7890.449652432127,7861.165376126693,7974.329674707631,7979.157325179359,7768.649823709983,1.0
610,7515.62150515603,7670.0236992473365,7846.6697418842205,7892.763250604976,7862.282139015764,7978.484628990888,7975.982939281386,7763.019589186866,1.0
611,7514.786213980277,7668.575748200004,7844.528776511568,7890.573463398837,7860.629465253741,7976.003503528818,7975.856727017257,7763.768861110465,1.0
612,7509.161113288299,7660.090197973411,7832.777165057164,7878.515720941325,7851.352686697823,7962.688969554858,7973.778129406562,7765.703634191523,1.0
613,7579.518528783494,7727.304213370173,7896.476519723867,7942.016525815188,7917.961491126759,8024.530571159645,8048.310671078984,7844.562036785408,1.0
614,7556.1539578018765,7701.763583031391,7868.621895148951,7914.394941159719,7893.193430439256,7997.118712899266,8027.851873006571,7827.392381814056,1.0
615,7557.037602606448,7701.678244579732,7867.599864820791,7913.671679161664,7894.005228044266,7997.790273697954,8027.545101532084,7828.133541715627,1.0
616,7477.475269698846,7625.561607473481,7793.977050110544,7839.603085894424,7813.812555366653,7920.192031086988,7943.755665376345,7739.157093019989,1.0
617,7451.231675608877,7603.157807238026,7774.772398023144,7820.119433375322,7786.579972896438,7896.776691214976,7909.508861073937,7698.364955340632,1.0
618,7530.301348074556,7685.840594494666,7861.752693350775,7907.340355044393,7869.815171466006,7984.026561389798,7989.116089513984,7773.021319993937,1.0
619,7534.206271616963,7690.782751939238,7868.166303058547,7914.049964406543,7876.397538768801,7991.909350506804,7995.76162477122,7778.687808575837,1.0
620,7488.771709660114,7643.94267363603,7820.664382214665,7867.45776953992,7834.044805143842,7948.570960962549,7957.332269035798,7743.454216881562,1.0
621,7444.220670726739,7595.286729703779,7769.179739912804,7817.508503920845,7793.407207428134,7905.095767871369,7923.463581229127,7716.8493527073315,1.0
622,7456.094422667363,7603.185517628421,7774.899671527921,7824.604509460552,7809.014997214547,7918.31638275332,7945.153586158497,7745.127745989832,1.0
623,7439.021948155196,7584.354471300344,7754.768922914323,7805.137220060529,7792.7959918512115,7901.520984571592,7929.334258551335,7731.750920598705,1.0
624,7499.4326245601615,7645.867956386871,7816.234271103906,7865.626955516986,7849.068654314495,7958.582224071086,7980.727672956586,7780.17434544973,1.0
625,7525.063049700448,7674.74434876039,7846.887883949373,7894.172045301197,7868.546408099953,7979.377370419008,7995.671404904463,7788.514489639385,1.0
626,7553.032780816384,7705.614594077275,7879.727702246063,7924.767558465762,7890.431303574806,8002.433494504726,8014.15355989722,7800.421848809641,1.0
627,7557.9148126905,7711.368550703123,7886.256831974133,7930.81737811174,7894.320495737912,8006.637194739553,8017.392264701428,7801.923392109851,1.0
628,7580.307096645789,7731.428559607911,7905.169999102098,7951.470027223075,7921.6311506089,8033.426783937612,8045.696013405483,7835.116195484373,1.0
629,7606.3070583025665,7754.768404664363,7927.880349870219,7976.753147401839,7956.883149282353,8068.841573103839,8081.664389038757,7877.283924191718,1.0
630,7549.584068487228,7694.859303944869,7867.1593613744135,7919.0378786071005,7910.704359537535,8023.312488718158,8035.188062270842,7837.448783753244,1.0
631,7491.879357882468,7634.623287096005,7806.259683267067,7860.7542459092265,7862.276836454232,7975.665115770597,7985.750756689042,7793.104296413762,1.0
632,7492.47387537181,7635.119787714709,7806.586582897028,7861.071877736182,7862.354443807853,7975.668375656982,7985.852971445052,7793.011692882507,1.0
633,7563.721162577321,7707.366567936303,7877.308472192607,7928.734324976839,7919.0071726656815,8030.2640056953915,8044.461854937971,7846.57424070303,1.0
634,7757.518541239391,7902.725762930876,8071.610806323585,8118.395239273719,8094.005715916483,8202.776609758119,8224.012643667922,8019.24663803757,1.0
635,7792.8233196598885,7939.133705155635,8107.57474491049,8152.127857478992,8120.375422049774,8227.42014218708,8253.620649095235,8045.08396343774,1.0
636,7806.177981149063,7951.740508893303,8120.053084912476,8165.276606644257,8136.081537346809,8243.455050441042,8267.191197415135,8060.196534879416,1.0
637,7845.482325339161,7990.745861912347,8161.625344945428,8210.641714855574,8192.657915222302,8304.41943808903,8317.479669471673,8115.142020061963,1.0
638,7834.576364759669,7980.106352755976,8155.265059806273,8209.47152189333,8205.570808327831,8323.867290182323,8322.135509158408,8125.186897101053,1.0
639,7807.59454061457,7952.436299469979,8129.279787516217,8185.98866511173,8189.578969159931,8311.149855420115,8301.54819221536,8107.709783767168,1.0
640,7814.2701936558615,7958.374822904384,8133.850487585956,8189.876020435402,8192.021405673113,8312.648023323663,8304.968883247011,8110.911283429656,1.0
641,7821.315495208815,7965.117514062111,8138.446101533378,8192.180869766602,8188.60006338329,8306.111807416177,8305.773996879438,8109.729151539831,1.0
642,7851.717783304915,7995.679572509817,8166.816746334732,8218.173447887364,8207.816887825671,8321.71350649828,8331.129439377997,8132.377999574294,1.0
643,7874.82357340556,8018.539247264344,8187.112668833802,8235.653870411661,8218.165284697332,8327.821539745491,8348.090022431941,8146.965702994801,1.0
644,7877.432249593228,8020.867155990812,8188.041052984071,8235.130985319787,8214.436866388432,8321.896057198383,8347.282002433314,8145.23160925734,1.0
645,7872.453992725839,8016.78810366672,8187.369049039515,8237.707934125576,8224.86201748249,8337.450472822744,8350.031466686132,8150.113475414432,1.0
646,7938.062004482881,8084.485568677366,8261.593751439726,8317.68061915457,8318.886286125071,8441.39661033657,8429.119201949525,8232.574326448163,1.0
647,7947.043341286747,8095.327427380126,8277.702726617248,8338.01522719871,8348.769659679363,8479.275516442487,8448.596615528586,8253.762781020294,1.0
648,7924.826473032703,8072.498219064966,8255.340354755363,8317.055116675998,8331.651067706262,8464.531652699896,8427.46650493566,8234.117931509545,1.0
649,7951.177690597801,8097.217925402298,8276.644297195937,8336.334334505813,8346.658944379808,8475.774503311603,8447.812069226897,8254.056514093847,1.0
650,8017.311407972096,8160.846220858141,8333.517427944384,8388.393814334506,8388.109428742657,8508.395296982517,8502.83427755591,8307.448038704619,1.0
651,8060.398901310831,8202.12878834456,8369.104387836474,8419.448525295267,8408.718114632658,8520.757743727701,8537.186697374465,8339.880503771077,1.0
652,8072.966992901664,8214.67653519076,8380.54875025575,8429.601994823077,8415.76320519855,8525.562299478914,8548.984762774951,8350.689383572413,1.0
653,8014.025980889999,8157.459506904738,8326.31783845312,8376.639033090343,8365.409140636173,8478.620820999806,8496.852652962925,8298.103942915772,1.0
